25,32,6
25,27,35
25,24,40
25,28,50
25,29,50
25,30,50
25,19,55
25,21,70
25,31,90
25,23,190
25,22,320
25,20,2560
25,25,1000000
26,4,0.5
26,8,0.5
26,17,0.5
26,1,1
26,2,1
26,3,1
26,5,1
26,6,1
26,7,1
26,9,1
26,10,1
26,12,1
26,13,1
26,14,1
26,15,1
26,16,1
26,18,1
26,11,2
26,24,50
26,28,50
26,27,60
26,21,70
26,23,75
26,19,85
26,30,85
26,29,95
26,31,110
26,22,485
26,20,2560
26,25,1000000
27,4,0
27,14,0.5
27,16,0.5
27,1,1
27,2,1
27,3,1
27,5,1
27,6,1
27,7,1
27,8,1
27,9,1
27,11,1
27,13,1
27,15,1
27,17,1
27,10,2
27,12,2
27,18,2
27,29,10
27,30,35
27,31,40
27,27,50
27,28,50
27,21,70
27,19,75
27,24,90
27,23,255
27,22,300
27,20,5120
27,25,1000000
28,4,0
28,14,0.5
28,16,0.5
28,1,1
28,2,1
28,3,1
28,5,1
28,6,1
28,7,1
28,8,1
28,9,1
28,11,1
28,13,1
28,15,1
28,17,1
28,10,2
28,12,2
28,18,2
28,29,25
28,28,50
28,30,65
28,31,65
28,21,70
28,27,75
28,23,90
28,19,100
28,24,120
28,22,450
28,20,5120
28,25,1000000
29,28,0
29,26,0.4
29,1,0.5
29,5,0.5
29,6,0.5
29,10,0.5
29,14,0.5
29,2,1
29,3,1
29,4,1
29,7,1
29,8,1
29,9,1
29,12,1
29,13,1
29,16,1
29,17,1
29,18,1
29,11,2
29,15,2
29,32,7
29,29,40
29,30,40
29,31,41
29,19,47
29,24,52
29,27,55
29,21,70
29,23,235
29,22,275
29,20,5120
29,25,1059860
30,28,0
30,1,0.5
30,5,0.5
30,6,0.5
30,10,0.5
30,14,0.5
30,26,0.8
30,2,1
30,3,1
30,4,1
30,7,1
30,8,1
30,9,1
30,12,1
30,13,1
30,16,1
30,17,1
30,18,1
30,11,2
30,15,2
30,32,20
30,29,55
30,30,55
30,31,56
30,19,62
30,24,67
30,21,70
30,27,70
30,23,120
30,22,365
30,20,5120
30,25,1059860
31,4,0
31,28,0
31,14,0.25
31,1,0.5
31,5,0.5
31,6,0.5
31,16,0.5
31,2,1
31,3,1
31,7,1
31,8,1
31,9,1
31,10,1
31,13,1
31,17,1
31,26,1.3
31,11,2
31,12,2
31,15,2
31,18,2
31,23,45
31,32,60
31,21,70
31,29,75
31,31,76
31,30,85
31,24,87
31,27,90
31,19,92
31,22,505
31,20,5120
31,25,1059860
32,1,0.5
32,5,0.5
32,6,0.5
32,10,0.5
32,14,0.5
32,26,0.5
32,2,1
32,3,1
32,4,1
32,7,1
32,8,1
32,9,1
32,12,1
32,13,1
32,16,1
32,17,1
32,18,1
32,11,2
32,15,2
32,32,9
32,24,40
32,29,40
32,30,40
32,27,46
32,31,50
32,19,57
32,21,70
32,28,100
32,23,235
32,22,273
32,20,5120
32,25,1059860
33,1,0.5
33,5,0.5
33,6,0.5
33,10,0.5
33,14,0.5
33,26,0.9
33,2,1
33,3,1
33,4,1
33,7,1
33,8,1
33,9,1
33,12,1
33,13,1
33,16,1
33,17,1
33,18,1
33,11,2
33,15,2
33,32,19.5
33,29,55
33,30,55
33,24,57
33,27,61
33,31,65
33,21,70
33,19,72
33,28,100
33,23,120
33,22,365
33,20,5120
33,25,1059860
34,4,0
34,14,0.25
34,1,0.5
34,5,0.5
34,6,0.5
34,16,0.5
34,2,1
34,3,1
34,7,1
34,8,1
34,9,1
34,10,1
34,13,1
34,17,1
34,26,1.4
34,11,2
34,12,2
34,15,2
34,18,2
34,23,45
34,32,62
34,21,70
34,30,75
34,24,77
34,27,81
34,29,85
34,31,85
34,28,100
34,19,102
34,22,505
34,20,5120
34,25,1059860
35,3,0
35,1,0.5
35,2,0.5
35,6,0.5
35,26,0.6
35,4,1
35,5,1
35,7,1
35,8,1
35,9,1
35,10,1
35,11,1
35,12,1
35,13,1
35,15,1
35,16,1
35,18,1
35,14,2
35,17,2
35,32,7.5
35,28,24.6
35,31,35
35,19,45
35,24,48
35,29,60
35,30,65
35,27,70
35,21,140
35,23,150
35,22,323
35,20,2560
35,25,800000
36,3,0
36,1,0.5
36,2,0.5
36,6,0.5
36,4,1
36,5,1
36,7,1
36,8,1
36,9,1
36,10,1
36,11,1
36,12,1
36,13,1
36,15,1
36,16,1
36,18,1
36,26,1.3
36,14,2
36,17,2
36,28,24.6
36,23,25
36,32,40
36,31,60
36,19,70
36,24,73
36,30,90
36,27,95
36,29,95
36,21,140
36,22,483
36,20,2560
36,25,800000
37,1,0.5
37,5,0.5
37,7,0.5
37,10,0.5
37,12,0.5
37,17,0.5
37,2,1
37,3,1
37,4,1
37,6,1
37,8,1
37,9,1
37,13,1
37,14,1
37,15,1
37,11,2
37,16,2
37,18,2
37,28,24.6
37,27,38
37,24,40
37,19,41
37,29,50
37,30,65
37,31,65
37,21,70
37,23,190
37,22,299
37,20,5120
37,25,1000000
38,1,0.5
38,5,0.5
38,7,0.5
38,10,0.5
38,12,0.5
38,17,0.5
38,2,1
38,3,1
38,4,1
38,6,1
38,8,1
38,9,1
38,13,1
38,14,1
38,15,1
38,11,2
38,16,2
38,18,2
38,28,24.6
38,19,67
38,21,70
38,27,73
38,23,75
38,24,75
38,29,81
38,30,100
38,31,109
38,22,505
38,20,5120
38,25,1000000
39,3,0
39,9,0
39,1,0.5
39,2,0.5
39,26,0.5
39,4,1
39,5,1
39,6,1
39,7,1
39,8,1
39,10,1
39,11,1
39,12,1
39,13,1
39,15,1
39,16,1
39,18,1
39,14,2
39,17,2
39,32,5.5
39,24,20
39,31,20
39,28,24.6
39,30,25
39,19,45
39,29,45
39,21,70
39,27,115
39,23,170
39,22,270
39,20,2560
39,25,800000
40,3,0
40,9,0
40,1,0.5
40,2,0.5
40,4,1
40,5,1
40,6,1
40,7,1
40,8,1
40,10,1
40,11,1
40,12,1
40,13,1
40,15,1
40,16,1
40,18,1
40,26,1
40,14,2
40,17,2
40,32,12
40,28,24.6
40,24,45
40,31,45
40,23,50
40,30,50
40,19,70
40,21,70
40,29,85
40,27,140
40,22,435
40,20,2560
40,25,800000
41,11,0
41,1,0.25
41,6,0.25
41,10,0.25
41,5,0.5
41,14,0.5
41,26,0.8
41,2,1
41,3,1
41,7,1
41,8,1
41,9,1
41,13,1
41,17,1
41,18,1
41,4,2
41,12,2
41,15,2
41,16,2
41,32,7.5
41,29,30
41,24,35
41,27,40
41,30,40
41,19,45
41,28,50
41,31,55
41,21,70
41,22,245
41,23,255
41,20,3840
41,25,1000000
42,11,0
42,1,0.25
42,6,0.25
42,10,0.25
42,5,0.5
42,14,0.5
42,2,1
42,3,1
42,7,1
42,8,1
42,9,1
42,13,1
42,17,1
42,18,1
42,26,1.6
42,4,2
42,12,2
42,15,2
42,16,2
42,28,50
42,32,55
42,29,65
42,21,70
42,24,70
42,27,75
42,30,75
42,19,80
42,23,90
42,31,90
42,22,455
42,20,3840
42,25,1000000
43,10,0.25
43,4,0.5
43,5,0.5
43,6,0.5
43,18,0.5
43,26,0.5
43,1,1
43,2,1
43,3,1
43,9,1
43,11,1
43,13,1
43,14,1
43,16,1
43,17,1
43,7,2
43,8,2
43,12,2
43,15,2
43,32,5.4
43,31,30
43,27,45
43,19,50
43,28,50
43,24,55
43,30,65
43,21,70
43,29,75
43,23,255
43,22,320
43,20,5120
43,25,1059860
44,10,0.25
44,4,0.5
44,5,0.5
44,6,0.5
44,18,0.5
44,26,0.8
44,1,1
44,2,1
44,3,1
44,9,1
44,11,1
44,13,1
44,14,1
44,16,1
44,17,1
44,7,2
44,8,2
44,12,2
44,15,2
44,32,8.6
44,31,40
44,28,50
44,27,60
44,19,65
44,21,70
44,24,70
44,30,75
44,29,85
44,23,120
44,22,395
44,20,5120
44,25,1059860
45,10,0.25
45,4,0.5
45,5,0.5
45,6,0.5
45,18,0.5
45,1,1
45,2,1
45,3,1
45,9,1
45,11,1
45,13,1
45,14,1
45,16,1
45,17,1
45,26,1.2
45,7,2
45,8,2
45,12,2
45,15,2
45,32,18.6
45,23,45
45,28,50
45,31,50
45,21,70
45,27,75
45,19,80
45,24,85
45,30,90
45,29,110
45,22,490
45,20,5120
45,25,1059860
46,10,0.25
46,11,0.25
46,26,0.3
46,4,0.5
46,6,0.5
46,18,0.5
46,2,1
46,3,1
46,5,1
46,9,1
46,13,1
46,15,1
46,17,1
46,1,2
46,12,2
46,14,2
46,16,2
46,7,4
46,8,4
46,32,5.4
46,31,25
46,27,35
46,29,45
46,28,50
46,24,55
46,30,55
46,19,70
46,21,70
46,23,190
46,22,285
46,20,5120
46,25,1000000
47,10,0.25
47,11,0.25
47,4,0.5
47,6,0.5
47,18,0.5
47,2,1
47,3,1
47,5,1
47,9,1
47,13,1
47,15,1
47,17,1
47,26,1
47,1,2
47,12,2
47,14,2
47,16,2
47,7,4
47,8,4
47,32,29.5
47,31,30
47,28,50
47,27,60
47,29,60
47,21,70
47,23,75
47,24,80
47,30,80
47,19,95
47,22,405
47,20,5120
47,25,1000000
48,6,0.25
48,10,0.25
48,1,0.5
48,5,0.5
48,14,0.5
48,2,1
48,3,1
48,4,1
48,9,1
48,11,1
48,12,1
48,13,1
48,17,1
48,18,1
48,26,1
48,7,2
48,8,2
48,15,2
48,16,2
48,32,30
48,29,40
48,31,45
48,24,50
48,28,50
48,19,55
48,30,55
48,27,60
48,21,70
48,23,190
48,22,305
48,20,5120
48,25,1000000
49,6,0.25
49,10,0.25
49,1,0.5
49,5,0.5
49,14,0.5
49,2,1
49,3,1
49,4,1
49,9,1
49,11,1
49,12,1
49,13,1
49,17,1
49,18,1
49,26,1.5
49,7,2
49,8,2
49,15,2
49,16,2
49,32,12.5
49,28,50
49,24,60
49,19,65
49,21,70
49,27,70
49,23,75
49,30,75
49,29,90
49,31,90
49,22,450
49,20,5120
49,25,1000000
50,4,0
50,14,0.5
50,16,0.5
50,1,1
50,2,1
50,3,1
50,5,1
50,6,1
50,7,1
50,8,1
50,9,1
50,11,1
50,13,1
50,15,1
50,17,1
50,10,2
50,12,2
50,18,2
50,27,10
50,24,30
50,29,35
50,30,45
50,28,50
50,19,55
50,21,70
50,31,90
50,23,255
50,22,265
50,20,5120
50,25,1000000
51,4,0
51,14,0.5
51,16,0.5
51,1,1
51,2,1
51,3,1
51,5,1
51,6,1
51,7,1
51,8,1
51,9,1
51,11,1
51,13,1
51,15,1
51,17,1
51,10,2
51,12,2
51,18,2
51,27,35
51,23,50
51,28,50
51,29,50
51,24,60
51,21,70
51,30,70
51,19,100
51,31,110
51,22,425
51,20,5120
51,25,1000000
52,9,0
52,1,1
52,2,1
52,3,1
52,4,1
52,5,1
52,7,1
52,8,1
52,10,1
52,11,1
52,12,1
52,13,1
52,14,1
52,15,1
52,16,1
52,17,1
52,18,1
52,6,2
52,19,35
52,24,35
52,27,40
52,30,40
52,28,50
52,29,50
52,21,70
52,31,90
52,23,255
52,22,290
52,20,5120
52,25,1000000
53,9,0
53,1,1
53,2,1
53,3,1
53,4,1
53,5,1
53,7,1
53,8,1
53,10,1
53,11,1
53,12,1
53,13,1
53,14,1
53,15,1
53,16,1
53,17,1
53,18,1
53,6,2
53,28,50
53,19,60
53,24,60
53,27,65
53,30,65
53,21,70
53,29,75
53,23,90
53,31,115
53,22,440
53,20,5120
53,25,1000000
54,7,0.5
54,12,0.5
54,17,0.5
54,18,0.5
54,26,0.8
54,1,1
54,2,1
54,3,1
54,5,1
54,6,1
54,8,1
54,9,1
54,11,1
54,13,1
54,14,1
54,15,1
54,16,1
54,4,2
54,10,2
54,32,19.6
54,24,48
54,27,50
54,28,50
54,30,50
54,19,52
54,31,55
54,29,65
54,21,70
54,23,190
54,22,320
54,20,5120
54,25,1000000
55,7,0.5
55,12,0.5
55,17,0.5
55,18,0.5
55,1,1
55,2,1
55,3,1
55,5,1
55,6,1
55,8,1
55,9,1
55,11,1
55,13,1
55,14,1
55,15,1
55,16,1
55,26,1.7
55,4,2
55,10,2
55,28,50
55,21,70
55,23,75
55,32,76.6
55,24,78
55,27,80
55,30,80
55,19,82
55,31,85
55,29,95
55,22,500
55,20,5120
55,25,1000000
56,1,0.5
56,2,0.5
56,16,0.5
56,26,0.5
56,3,1
56,4,1
56,6,1
56,7,1
56,9,1
56,10,1
56,11,1
56,12,1
56,13,1
56,14,1
56,17,1
56,18,1
56,5,2
56,8,2
56,15,2
56,32,28
56,24,35
56,29,35
56,27,40
56,30,45
56,28,50
56,21,70
56,31,70
56,19,80
56,23,190
56,22,305
56,20,5120
56,25,1000000
57,1,0.5
57,2,0.5
57,16,0.5
57,3,1
57,4,1
57,6,1
57,7,1
57,9,1
57,10,1
57,11,1
57,12,1
57,13,1
57,14,1
57,17,1
57,18,1
57,26,1
57,5,2
57,8,2
57,15,2
57,32,32
57,28,50
57,24,60
57,29,60
57,27,65
57,21,70
57,30,70
57,23,75
57,31,95
57,19,105
57,22,455
57,20,5120
57,25,1000000
58,1,0.5
58,5,0.5
58,7,0.5
58,10,0.5
58,12,0.5
58,17,0.5
58,26,0.7
58,2,1
58,3,1
58,4,1
58,6,1
58,8,1
58,9,1
58,13,1
58,14,1
58,15,1
58,11,2
58,16,2
58,18,2
58,32,19
58,24,45
58,30,50
58,27,55
58,31,60
58,19,70
58,21,70
58,29,70
58,28,75.4
58,23,190
58,22,350
58,20,5120
58,25,1250000
59,1,0.5
59,5,0.5
59,7,0.5
59,10,0.5
59,12,0.5
59,17,0.5
59,2,1
59,3,1
59,4,1
59,6,1
59,8,1
59,9,1
59,13,1
59,14,1
59,15,1
59,26,1.9
59,11,2
59,16,2
59,18,2
59,21,70
59,23,75
59,28,75.4
59,24,80
59,30,80
59,27,90
59,31,95
59,29,100
59,19,110
59,32,155
59,22,555
59,20,5120
59,25,1250000
60,7,0.5
60,12,0.5
60,17,0.5
60,18,0.5
60,26,0.6
60,1,1
60,2,1
60,3,1
60,5,1
60,6,1
60,8,1
60,9,1
60,11,1
60,13,1
60,14,1
60,15,1
60,16,1
60,4,2
60,10,2
60,32,12.4
60,24,40
60,27,40
60,29,40
60,30,40
60,19,50
60,28,50
60,21,70
60,31,90
60,23,255
60,22,300
60,20,5120
60,25,1059860
61,7,0.5
61,12,0.5
61,17,0.5
61,18,0.5
61,1,1
61,2,1
61,3,1
61,5,1
61,6,1
61,8,1
61,9,1
61,11,1
61,13,1
61,14,1
61,15,1
61,16,1
61,26,1
61,4,2
61,10,2
61,32,20
61,28,50
61,29,50
61,30,50
61,19,65
61,24,65
61,27,65
61,21,70
61,31,90
61,23,120
61,22,385
61,20,5120
61,25,1059860
62,1,0.5
62,2,0.5
62,7,0.5
62,12,0.5
62,16,0.5
62,17,0.5
62,18,0.5
62,3,1
62,6,1
62,9,1
62,11,1
62,13,1
62,14,1
62,26,1.3
62,4,2
62,5,2
62,8,2
62,10,2
62,15,2
62,23,45
62,28,50
62,32,54
62,21,70
62,29,70
62,31,70
62,27,90
62,30,90
62,19,95
62,24,95
62,22,510
62,20,5120
62,25,1059860
63,6,0.5
63,15,0.5
63,26,0.9
63,3,1
63,4,1
63,5,1
63,7,1
63,8,1
63,10,1
63,11,1
63,12,1
63,13,1
63,14,1
63,16,1
63,17,1
63,18,1
63,1,2
63,2,2
63,9,2
63,24,15
63,32,19.5
63,19,20
63,27,25
63,30,55
63,21,70
63,28,75.4
63,31,90
63,29,105
63,23,200
63,22,310
63,20,5120
63,25,1059860
64,6,0.5
64,15,0.5
64,3,1
64,4,1
64,5,1
64,7,1
64,8,1
64,10,1
64,11,1
64,12,1
64,13,1
64,14,1
64,16,1
64,17,1
64,18,1
64,26,1.3
64,1,2
64,2,2
64,9,2
64,24,30
64,19,35
64,27,40
64,32,56.5
64,21,70
64,30,70
64,28,75.4
64,23,100
64,31,105
64,29,120
64,22,400
64,20,5120
64,25,1059860
65,6,0.5
65,15,0.5
65,3,1
65,4,1
65,5,1
65,7,1
65,8,1
65,10,1
65,11,1
65,12,1
65,13,1
65,14,1
65,16,1
65,17,1
65,18,1
65,26,1.5
65,1,2
65,2,2
65,9,2
65,32,48
65,19,50
65,23,50
65,27,55
65,24,65
65,21,70
65,28,75.4
65,30,105
65,31,150
65,29,175
65,22,600
65,20,5120
65,25,1059860
66,1,0.5
66,2,0.5
66,16,0.5
66,26,0.8
66,3,1
66,4,1
66,6,1
66,7,1
66,9,1
66,10,1
66,11,1
66,12,1
66,13,1
66,14,1
66,17,1
66,18,1
66,5,2
66,8,2
66,15,2
66,32,19.5
66,29,35
66,30,35
66,31,35
66,24,50
66,21,70
66,27,70
66,28,75.4
66,19,80
66,23,180
66,22,305
66,20,5120
66,25,1059860
67,1,0.5
67,2,0.5
67,16,0.5
67,3,1
67,4,1
67,6,1
67,7,1
67,9,1
67,10,1
67,11,1
67,12,1
67,13,1
67,14,1
67,17,1
67,18,1
67,26,1.5
67,5,2
67,8,2
67,15,2
67,31,45
67,29,50
67,30,60
67,21,70
67,24,70
67,32,70.5
67,28,75.4
67,27,80
67,23,90
67,19,100
67,22,405
67,20,5120
67,25,1059860
68,1,0.5
68,2,0.5
68,16,0.5
68,3,1
68,4,1
68,6,1
68,7,1
68,9,1
68,10,1
68,11,1
68,12,1
68,13,1
68,14,1
68,17,1
68,18,1
68,26,1.6
68,5,2
68,8,2
68,15,2
68,23,45
68,31,55
68,29,65
68,21,70
68,28,75.4
68,24,80
68,30,85
68,27,90
68,19,130
68,32,130
68,22,505
68,20,5120
68,25,1059860
69,10,0.25
69,4,0.5
69,5,0.5
69,6,0.5
69,18,0.5
69,26,0.7
69,1,1
69,2,1
69,3,1
69,9,1
69,11,1
69,13,1
69,14,1
69,16,1
69,17,1
69,7,2
69,8,2
69,12,2
69,15,2
69,32,4
69,30,30
69,24,35
69,31,40
69,27,50
69,28,50
